CASEID,RGN,RGN_TXT,SFA_NAME,SFA_STATE,SFA_ZIP,SFA_ID,NUM_SCHOOLS,NUM_STUDENTS,Q2C1,Q2C2,Q2C3,Q2C4,Q2C5,Q2C6,Q2C7,Q5C1,Q5C2,Q5C3,Q5C4,Q5C5,Q5C6,Q26,Q7_A1C4,Q7_B1C4,Q7_C1C4,Q7_D1C4,Q7_E1C4,Q7_F1C4,Q7_G1C4,Q7_H1C4,Q7_I1C4,Q7_J1C4,Q7_K1C4,Q7_L1C4,Q7_M1C4,Q7_N1C4,Q7_O1C4,Q7_P1C4,Q7_Q1C4,Q7_R1C4,Q7_S1C4,Q7_T1C4,Q7_U1C4,Q7_V1C4,Q7_W1C4,Q7_X1C4,Q7_Y1C4,Q7_Z1C4,Q7_ZZ1C4,Q7_AA1C4,Q7_AB1C4,Q7_AC1C4,Q7_AD1C4,Q7_AE1C4,Q7_AF1C4,Q7_AG1C4,Q7_AH1C4,Q8C1,Q8C9,Q9C3,Q9_CC1,Q9_CC2,Q9_CC3,Q9_CC4,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q10C8,Q10C9,Q10C10,Q10C11,Q10C12,Q10C13,Q10C14,Q11_AC1,Q11_AC2,Q11_AC3,Q11_AC4,Q11_AC5,Q11_AC6,Q11_AC7,Q11_AC8,Q11_AC9,Q11_AC10,Q11_AC11,Q11_AC12,Q11_BC1,Q11_BC2,Q11_BC3,Q11_BC4,Q11_BC5,Q11_BC6,Q11_BC7,Q11_BC8,Q11_BC9,Q11_CC1,Q11_CC2,Q11_CC3,Q11_CC4,Q11_CC5,Q11_CC6,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q13C7,Q13C8,Q13C9,Q13C10,Q13C11,Q13C12,Q13C13,Q13C14
MARO1232003,1,Mid-Atlantic Regional Office (MARO),Wicomico County Board Of Education,MD,21804,22,26,14700,1,1,1,1,1,0,0,0,0,1,1,0,0,3,1,1,1,,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
MARO1232004,1,Mid-Atlantic Regional Office (MARO),Worcester County Board Of Education,MD,21841,23,13,6796,1,1,0,1,1,1,0,0,0,1,0,0,0,3,1,1,1,,,1,1,1,0,1,0,0,,1,,0,1,1,1,,1,1,1,,1,,,1,,1,1,,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
MARO1232006,1,Mid-Atlantic Regional Office (MARO),Archdiocese Of Baltimore,MD,21201,3189,9,3002,1,1,0,0,1,0,0,0,0,1,0,0,0,7,1,1,1,,,,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
MARO1232007,1,Mid-Atlantic Regional Office (MARO),Seed School Of Maryland,MD,21223,32,1,397,1,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,,,,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
MARO1232009,1,Mid-Atlantic Regional Office (MARO),Torah Institute Of Baltimore,MD,21117,3564,1,774,0,1,0,0,1,0,0,0,0,1,0,0,0,10,1,,1,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1232010,1,Mid-Atlantic Regional Office (MARO),Board Of Child Care,MD,21244,3674,1,81,1,0,0,0,0,0,0,0,0,1,0,0,0,98,,1,,,,,,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MARO1232011,1,Mid-Atlantic Regional Office (MARO),Department Of Health & Mental Hygiene,MD,20850,3696,3,189,1,0,1,0,0,1,0,0,0,1,0,0,0,5,1,1,,1,1,,,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
MARO1232013,1,Mid-Atlantic Regional Office (MARO),Maryland School For The Deaf,MD,21701,3717,2,444,0,0,0,0,0,0,1,0,0,1,0,0,0,7,1,,,,,,,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,,,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1232017,1,Mid-Atlantic Regional Office (MARO),Talmudical Academy Of Baltimore,MD,21208,5469,1,776,0,1,1,0,1,0,0,0,0,1,0,0,0,2,1,,1,,1,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
MARO1232018,1,Mid-Atlantic Regional Office (MARO),Montgomery County Correctional Facility,MD,20841,5470,1,48,1,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1232021,1,Mid-Atlantic Regional Office (MARO),Bais Yaakov School For Girls Inc.,MD,21209,5506,3,1710,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,,,,,1,,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,,0,,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1232022,1,Mid-Atlantic Regional Office (MARO),Don Bosco Cristo Rey High School,MD,20912,5507,1,373,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1232023,1,Mid-Atlantic Regional Office (MARO),St. Ignatius Loyola Academy Inc.,MD,21230,5526,1,118,1,1,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1232024,1,Mid-Atlantic Regional Office (MARO),Maryland School For The Blind,MD,21236,8600,1,215,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,,,,,,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,,,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MARO1232025,1,Mid-Atlantic Regional Office (MARO),Kennedy Krieger,MD,21211,9662,3,460,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,,,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332572,1,Mid-Atlantic Regional Office (MARO),Atlantic City Bd Of Ed,NJ,8401,100110,11,6679,1,1,1,0,1,0,0,0,1,1,1,0,0,10,1,1,1,,1,,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
MARO1332573,1,Mid-Atlantic Regional Office (MARO),Atlantic Co Voc School,NJ,8330,100120,2,1745,1,0,0,0,0,0,0,0,0,1,0,0,0,98,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
MARO1332576,1,Mid-Atlantic Regional Office (MARO),Buena Reg Bd Of Ed,NJ,8350,100590,5,1578,1,1,0,1,0,1,0,0,0,1,0,0,0,3,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1332581,1,Mid-Atlantic Regional Office (MARO),Galloway Twp Bd Of Ed,NJ,8205,101690,7,3159,1,1,0,0,0,1,0,0,0,1,0,0,0,7,1,,0,0,,,,0,1,,,,0,1,,0,,0,,,,,,0,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
MARO1332582,1,Mid-Atlantic Regional Office (MARO),Greater Egg Harbor Bd Of Ed,NJ,8330,101790,4,3223,1,1,1,0,0,0,0,1,0,1,0,0,0,2,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332583,1,Mid-Atlantic Regional Office (MARO),Hamilton Twp Bd Of Ed,NJ,8330,101940,3,2820,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,,,,,,1,1,,,0,1,0,,,,0,0,1,1,0,0,1,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
MARO1332586,1,Mid-Atlantic Regional Office (MARO),Margate City Bd Of Ed,NJ,8402,103020,2,360,0,0,0,0,0,0,1,0,0,0,1,0,0,9,,,,,,,,0,0,1,1,0,0,,1,,,0,1,,1,1,,0,,,,1,,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332591,1,Mid-Atlantic Regional Office (MARO),Ventnor City Bd Of Ed,NJ,8406,105350,1,568,1,1,0,0,0,1,0,0,0,1,0,0,0,98,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1332593,1,Mid-Atlantic Regional Office (MARO),Bergen Co Spec Serv,NJ,7652,300285,10,512,1,1,0,0,0,0,0,1,0,1,1,0,0,7,1,1,1,,,,,0,1,0,,0,1,1,0,0,,0,1,0,0,0,0,0,,,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332594,1,Mid-Atlantic Regional Office (MARO),Bergen Co Voc Bd Of Ed,NJ,7652,300290,4,2625,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
MARO1332596,1,Mid-Atlantic Regional Office (MARO),Bogota Bd Of Ed,NJ,7603,300440,4,1230,1,1,0,0,0,0,0,1,0,0,1,0,0,7,1,1,0,,,,,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,,0,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332598,1,Mid-Atlantic Regional Office (MARO),Carl E Ruth Reg Bd Of Ed,NJ,7073,300745,1,656,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,,,1,,,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332600,1,Mid-Atlantic Regional Office (MARO),Closter Bd Of Ed (M),NJ,7624,300930,2,,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,,,,,,,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332601,1,Mid-Atlantic Regional Office (MARO),Dumont Bd Of Ed,NJ,7628,301130,5,2484,0,0,1,0,0,0,0,1,1,0,1,0,0,7,1,,,,1,,,1,1,0,0,0,1,1,1,0,0,0,,0,1,1,0,0,1,,,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MARO1332602,1,Mid-Atlantic Regional Office (MARO),East Rutherford Bd Of Ed,NJ,7073,301230,2,732,1,0,1,0,0,1,0,1,0,0,1,0,0,7,1,0,,0,1,,,1,1,0,1,,0,0,0,1,,0,0,0,1,1,,0,1,,,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332603,1,Mid-Atlantic Regional Office (MARO),Edgewater Bd Of Ed,NJ,7020,301270,2,667,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,,,,,,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,,,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332606,1,Mid-Atlantic Regional Office (MARO),Englewood Bd Of Ed,NJ,7631,301370,5,2871,1,1,0,1,0,1,0,0,0,1,0,0,0,7,1,1,1,1,,1,,0,1,1,1,1,0,1,0,0,1,,1,1,1,1,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MARO1332607,1,Mid-Atlantic Regional Office (MARO),Fair Lawn Bd Of Ed,NJ,7410,301450,10,5309,0,0,0,0,0,0,1,0,1,1,1,0,0,98,1,,,,,,,1,1,0,1,1,1,1,1,1,,,,,1,1,1,1,1,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1332608,1,Mid-Atlantic Regional Office (MARO),Fairview Bd Of Ed,NJ,7022,301470,4,1534,1,1,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1332622,1,Mid-Atlantic Regional Office (MARO),Midland Park Bd Of Ed,NJ,7432,303170,3,88,1,0,1,1,0,0,0,0,0,1,0,0,0,7,1,1,,,1,1,,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MARO1332623,1,Mid-Atlantic Regional Office (MARO),Montvale Bd Of Ed (M),NJ,7645,303330,2,,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1332625,1,Mid-Atlantic Regional Office (MARO),New Milford Bd Of Ed,NJ,7646,303550,4,2086,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,,,,1,,,0,1,0,0,1,1,1,1,0,,1,0,0,1,1,1,0,1,,,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332626,1,Mid-Atlantic Regional Office (MARO),North Arlington Bd Of Ed,NJ,7031,303600,6,1925,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,,,,,,,0,1,0,0,,,1,0,0,0,0,0,0,1,1,0,0,,,,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1332627,1,Mid-Atlantic Regional Office (MARO),Oakland Bd Of Ed,NJ,7436,303760,4,1257,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MARO1332629,1,Mid-Atlantic Regional Office (MARO),Palisades Park Bd Of Ed,NJ,7650,303910,3,1738,1,1,1,1,0,0,0,0,0,1,0,0,0,98,1,1,1,,1,1,,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332630,1,Mid-Atlantic Regional Office (MARO),Paramus Bd Of Ed,NJ,7652,303930,9,3641,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,,,,1,,,1,1,,0,1,1,1,1,0,0,0,1,,1,1,,0,1,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MARO1332633,1,Mid-Atlantic Regional Office (MARO),Ridgefield Bd Of Ed,NJ,7657,304370,4,1553,1,0,0,1,0,0,0,0,1,0,0,0,0,7,1,1,,,,1,,0,1,0,0,,1,,1,,0,0,0,0,1,1,1,0,1,0,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332634,1,Mid-Atlantic Regional Office (MARO),Ridgefield Park Bd Of Ed,NJ,7660,304380,4,2097,1,0,1,1,0,0,0,1,0,0,0,0,0,7,1,1,,,1,1,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,1,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332635,1,Mid-Atlantic Regional Office (MARO),River Vale Bd Of Ed (M),NJ,7675,304430,3,,0,0,0,0,0,0,1,0,0,0,0,1,0,98,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1332636,1,Mid-Atlantic Regional Office (MARO),Rochelle Park Bd Of Ed,NJ,7662,304470,1,504,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,,,1,1,,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,,0,1,0,,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MARO1332637,1,Mid-Atlantic Regional Office (MARO),Saddle Brook Twp Bd Of Ed,NJ,7663,304610,5,1687,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,,,,,,1,1,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,1,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
MARO1332644,1,Mid-Atlantic Regional Office (MARO),Forum School,NJ,7463,409288,1,74,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,,1,,,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MARO1332648,1,Mid-Atlantic Regional Office (MARO),Bergen Center For Child,NJ,7641,454827,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,,,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MARO1332652,1,Mid-Atlantic Regional Office (MARO),Burl Co Sp Serv Sch Dist,NJ,8060,500605,3,525,1,0,0,0,0,0,0,1,0,1,0,0,0,98,1,1,,,,,,,1,0,0,,,,0,0,0,,,,0,1,0,0,,,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1332653,1,Mid-Atlantic Regional Office (MARO),Burl Co Instit Of Tech,NJ,8060,500610,2,2123,1,0,0,0,0,0,0,0,0,1,0,0,0,98,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1332654,1,Mid-Atlantic Regional Office (MARO),Burlington Twp Bd Of Ed,NJ,8016,500620,5,3583,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0
MARO1332659,1,Mid-Atlantic Regional Office (MARO),Eastampton Twp Bd Of Ed,NJ,8060,501250,1,539,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1332663,1,Mid-Atlantic Regional Office (MARO),Hainesport Bd Of Ed,NJ,8036,501910,1,542,0,0,0,0,0,0,1,0,0,1,0,0,0,98,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
